nombre_curso,price(USD),cant_suscriptores,cant_opiniones,cant_lecciones,nivel,valoracion,duracion_curso,categoria,Free/Paid,fecha_curso,año
Raise Your Credit Score to 800 Or More....,50.0,844,33,40,Principiante,1.5,2.0,Negocios y Finanzas,Paid,2015-07-12,2015
Excel Dashboard - Interactive Excel Dashboard and Charts,30.0,843,54,34,Mixto,4.699999999999999,3.0,Negocios y Finanzas,Paid,2015-03-19,2015
Learn to Reliably Invest In The Stock Market,50.0,841,14,19,Mixto,4.65,0.6166666667,Negocios y Finanzas,Paid,2016-07-29,2016
Straddle Options Trading - Profit in Any Market Direction,200.0,837,9,19,Principiante,1.7000000000000002,1.0,Negocios y Finanzas,Paid,2016-10-03,2016
Analysis of Company Financial Statements,20.0,832,34,34,Mixto,1.5,1.5,Negocios y Finanzas,Paid,2016-12-07,2016
CFA® Level 1 2014 – Alternative Investments,30.0,831,1,13,Mixto,4.6000000000000005,2.0,Negocios y Finanzas,Paid,2014-04-14,2014
A Beginners Guide to Technical Analysis of Stock Charts,40.0,829,78,50,Principiante,1.5,8.5,Negocios y Finanzas,Paid,2013-09-15,2013
2 Easy Steps To Investment And Avoiding Traps,20.0,828,1,20,Principiante,3.35,1.0,Negocios y Finanzas,Paid,2015-04-27,2015
The Only Investment Strategy You Need For Your Retirement,200.0,827,14,15,Mixto,1.1500000000000001,1.0,Negocios y Finanzas,Paid,2017-04-18,2017
ProTrader -  Advanced Technical Analysis,125.0,825,11,34,Mixto,4.45,2.0,Negocios y Finanzas,Paid,2016-08-22,2016
Stock Market - Swing Trading Strategies for Wall Street,50.0,814,9,5,Principiante,3.3000000000000003,1.0,Negocios y Finanzas,Paid,2015-01-09,2015
Forex para Principiantes-Ejemplos en VIVO de Trading Real,140.0,813,94,52,Mixto,0.35000000000000003,5.0,Negocios y Finanzas,Paid,2015-10-05,2015
Simple Linear Regression Analysis ( A Complete Course ),200.0,811,5,29,Principiante,3.9000000000000004,1.5,Negocios y Finanzas,Paid,2015-08-27,2015
Option Trading for Rookies: Basic Option Strategies,95.0,810,27,61,Mixto,0.4,2.5,Negocios y Finanzas,Paid,2016-08-25,2016
Winning Forex Trading with Live Forex Trading Examples,200.0,809,3,25,Intermedio,3.7,2.0,Negocios y Finanzas,Paid,2017-06-06,2017
Crystal ball trading - foresee price with seasonal patterns,145.0,807,19,23,Mixto,0.75,6.0,Negocios y Finanzas,Paid,2015-06-14,2015
Value Investing For Beginners,100.0,801,48,25,Mixto,4.45,2.5,Negocios y Finanzas,Paid,2016-05-11,2016
Triple P Trading Course,20.0,797,15,16,Mixto,4.4,3.0,Negocios y Finanzas,Paid,2013-12-24,2013
Aprende a invertir y deja que tu dinero trabaje para ti,145.0,789,68,95,Mixto,4.699999999999999,14.0,Negocios y Finanzas,Paid,2014-03-03,2014
Step by step guide to understand how business perform,20.0,788,3,15,Principiante,1.7000000000000002,0.6333333333,Negocios y Finanzas,Paid,2014-12-14,2014
العلوم والمبادئ الأساسية للمهنة الإكتوارية,25.0,781,7,8,Intermedio,4.35,0.65,Negocios y Finanzas,Paid,2016-10-28,2016
Weekly Options and study of Options expiration dynamics,60.0,779,56,6,Principiante,3.95,1.0,Negocios y Finanzas,Paid,2013-03-08,2013
Straddles and Strangles - Volatility moves in any direction,60.0,775,54,11,Principiante,4.4,1.5,Negocios y Finanzas,Paid,2013-03-12,2013
Learn How to Trade Pump and Dumps. 5 Setups Well Explained.,50.0,769,10,18,Avanzado,3.15,2.0,Negocios y Finanzas,Paid,2016-03-14,2016
The Day Trader: Learn to Trade The Stock Market and Forex,20.0,768,23,54,Principiante,4.0,10.5,Negocios y Finanzas,Paid,2014-08-21,2014
Financial Statement Fundamentals for Small Biz & Investors,30.0,751,1,61,Principiante,4.8,3.0,Negocios y Finanzas,Paid,2015-05-14,2015
Forex trading Basic to advance Professional Level course,20.0,750,13,28,Principiante,2.3499999999999996,2.5,Negocios y Finanzas,Paid,2016-05-05,2016
Making Tax Digital - UK HMRC Legislation Explained,0.0,743,0,7,Mixto,0.7000000000000001,1.0,Negocios y Finanzas,Free,2017-06-06,2017
Learn Business Finance: Win more work as a Business Coach,20.0,741,4,22,Mixto,3.5,2.0,Negocios y Finanzas,Paid,2016-01-03,2016
Learn to Trade for Profit: Ten Most Profitable Trading Rules,95.0,739,28,45,Mixto,0.8,2.0,Negocios y Finanzas,Paid,2014-12-23,2014
Fixed Income Securities,50.0,739,54,24,Intermedio,0.1,4.5,Negocios y Finanzas,Paid,2014-03-11,2014
"Backspreads, Diagonals and Butterflies - Advanced Strategies",60.0,737,41,10,Principiante,4.4,2.0,Negocios y Finanzas,Paid,2013-03-03,2013
Cost Accounting Operating Costing(Professional Course Level),20.0,731,2,8,Mixto,4.4,1.0,Negocios y Finanzas,Paid,2015-04-24,2015
"Get to know the VIX Index (aka 'The Fear Index)""",60.0,727,64,9,Mixto,0.05,1.0,Negocios y Finanzas,Paid,2013-03-08,2013
Get a Credit Repair Publication On Amazon and Live LIFE..,20.0,727,11,25,Principiante,4.3,3.0,Negocios y Finanzas,Paid,2017-04-26,2017
Master Finance in Three Hours,20.0,721,12,29,Principiante,1.75,3.0,Negocios y Finanzas,Paid,2014-10-28,2014
Stocks: Quick Method to get started Investing,0.0,718,13,7,Mixto,0.35000000000000003,1.0,Negocios y Finanzas,Free,2017-05-18,2017
Basics of Tax in India  (College Level),20.0,718,5,28,Principiante,1.5,2.0,Negocios y Finanzas,Paid,2015-01-31,2015
Learn how to INVEST for huge profits or make it big trading!,50.0,701,12,37,Principiante,2.9499999999999997,5.5,Negocios y Finanzas,Paid,2015-06-19,2015
ビットコイン生態系｜既存通貨が主役をやめる日,20.0,701,55,16,Intermedio,1.55,1.5,Negocios y Finanzas,Paid,2014-06-23,2014
Introduction to Futures & Options,50.0,694,35,27,Principiante,1.25,4.5,Negocios y Finanzas,Paid,2014-03-11,2014
Automate Your Finances,20.0,690,17,21,Principiante,3.0,1.0,Negocios y Finanzas,Paid,2014-05-08,2014
Tudo sobre Investimentos em Renda Fixa,45.0,689,145,16,Mixto,4.8,2.0,Negocios y Finanzas,Paid,2016-08-22,2016
Bookkeeping to Command Senior Bookkeeping Wages,55.0,683,16,58,Mixto,2.3499999999999996,4.5,Negocios y Finanzas,Paid,2015-03-06,2015
Forex Trading Like Banks – Step by Step with Live Examples,195.0,677,45,40,Principiante,0.7000000000000001,4.5,Negocios y Finanzas,Paid,2016-12-18,2016
"How to remove 'Risk from Penny Stocks - Options Trading""",200.0,668,12,22,Mixto,1.2,1.0,Negocios y Finanzas,Paid,2017-02-07,2017
Hedge Fund Accounting and Valuation,20.0,668,10,11,Mixto,1.7000000000000002,0.5666666667,Negocios y Finanzas,Paid,2016-04-28,2016
Essential Finance For Managers,25.0,663,10,79,Principiante,2.8499999999999996,5.5,Negocios y Finanzas,Paid,2015-04-16,2015
Top 10 Trading Ideas in the Equities Market,20.0,661,4,12,Principiante,1.7000000000000002,1.0,Negocios y Finanzas,Paid,2017-05-02,2017
How to Buy Cheap Options - Options Trading Pricing Model,200.0,658,2,19,Principiante,3.2,1.0,Negocios y Finanzas,Paid,2017-06-02,2017
Financial modeling: Build a multiples valuation model,20.0,656,17,20,Mixto,2.75,1.5,Negocios y Finanzas,Paid,2016-05-30,2016
Navigate the 10-K and Other Financial Reports,40.0,653,55,20,Mixto,4.8,2.5,Negocios y Finanzas,Paid,2014-11-08,2014
Comprehensive Forex Mastery Program,45.0,650,107,97,Intermedio,4.9,10.0,Negocios y Finanzas,Paid,2013-02-07,2013
Aprende a invertir sin capital,130.0,649,37,29,Mixto,1.35,1.5,Negocios y Finanzas,Paid,2017-05-01,2017
Stock Markets: How I Became Rich By Changing How I Trade,20.0,646,6,17,Intermedio,4.35,1.0,Negocios y Finanzas,Paid,2015-09-13,2015
Python for Trading & Investing,95.0,638,25,36,Mixto,3.9000000000000004,5.0,Negocios y Finanzas,Paid,2015-06-17,2015
The Cost of Capital: The Key To Attract Venture Capitalists,50.0,635,4,6,Mixto,2.5,0.6833333333,Negocios y Finanzas,Paid,2016-03-22,2016
Trading Trends in ANY Market,30.0,632,49,22,Principiante,2.75,2.0,Negocios y Finanzas,Paid,2015-10-04,2015
"Professional Options Trading, Simplified",200.0,631,49,21,Mixto,4.8,2.0,Negocios y Finanzas,Paid,2015-04-17,2015
Crowdfunding to Win,40.0,627,15,15,Mixto,4.8,1.5,Negocios y Finanzas,Paid,2015-09-23,2015
Professional Trading - Consistent Profits with Low Risk!,20.0,627,5,27,Mixto,4.8,1.0,Negocios y Finanzas,Paid,2015-10-17,2015
Options Spreads Bundle-  the heart of Options Trading,120.0,623,43,8,Principiante,4.8,2.5,Negocios y Finanzas,Paid,2013-02-19,2013
Forex Elite Trading,85.0,623,7,22,Mixto,4.8,6.0,Negocios y Finanzas,Paid,2013-10-18,2013
CFA Corporate Finance Level 1 (Part 1),180.0,621,1,107,Principiante,4.8,14.5,Negocios y Finanzas,Paid,2014-12-06,2014
Take Your Career to the Next Level with MBA Finance,50.0,618,10,19,Mixto,4.8,2.0,Negocios y Finanzas,Paid,2015-10-29,2015
Introduction to Options - Strategies For Consistent Profits,40.0,617,44,55,Mixto,4.8,4.5,Negocios y Finanzas,Paid,2015-08-16,2015
Capital Market Immersion,195.0,613,33,142,Principiante,4.8,24.5,Negocios y Finanzas,Paid,2014-02-25,2014
Kostenrechnung lernen leicht gemacht,40.0,612,46,72,Principiante,4.8,3.0,Negocios y Finanzas,Paid,2016-06-06,2016
"Forex Trading with Fixed 'Risk through Options Trading""",200.0,611,4,26,Principiante,4.8,1.0,Negocios y Finanzas,Paid,2017-06-07,2017
The Basics Of Volume Analysis,60.0,611,57,13,Mixto,4.8,1.5,Negocios y Finanzas,Paid,2013-02-24,2013
Tax Preparation: Learn Fast! Prepare Taxes with Confidence!,200.0,609,32,33,Mixto,4.8,2.5,Negocios y Finanzas,Paid,2016-01-12,2016
CREDIT SPREAD SURGERY - Bear Call and Bull Put Mastery,60.0,607,55,16,Mixto,4.8,2.0,Negocios y Finanzas,Paid,2013-03-05,2013
ALGOTECH Hedge Fund Method for Stock Market Trading,20.0,605,19,4,Intermedio,4.8,0.3166666667,Negocios y Finanzas,Paid,2016-10-10,2016
Indian Contract Act 1872: Must for all Finance Professionals,20.0,605,3,14,Principiante,4.8,1.0,Negocios y Finanzas,Paid,2016-05-20,2016
Samuel and Co Trading - Stock & Forex Trading,50.0,592,109,24,Mixto,4.8,5.5,Negocios y Finanzas,Paid,2014-02-10,2014
The Financial Analyst Skills Training (FAST) course 2017,100.0,589,31,138,Mixto,4.8,10.0,Negocios y Finanzas,Paid,2017-01-02,2017
Basics of Finance and Budgeting,20.0,578,7,34,Principiante,4.8,6.0,Negocios y Finanzas,Paid,2014-05-19,2014
Stock Market for Beginners - Complete Starter Toolkit,120.0,577,45,82,Principiante,4.8,6.5,Negocios y Finanzas,Paid,2016-03-31,2016
Accounting for Depreciation (Collage Level),20.0,576,1,14,Avanzado,2.75,1.0,Negocios y Finanzas,Paid,2014-07-09,2014
3. Compound Interest,20.0,570,2,21,Principiante,4.4,2.0,Negocios y Finanzas,Paid,2014-02-11,2014
Quantitative Trading Analysis with R,50.0,567,40,53,Principiante,1.2,7.5,Negocios y Finanzas,Paid,2016-12-22,2016
How to Copy the Best Traders on Etoro,90.0,564,9,41,Principiante,2.75,3.5,Negocios y Finanzas,Paid,2014-05-01,2014
A Complete Guide to Becoming a Trader on the Forex Market,25.0,562,11,15,Mixto,4.8,1.0,Negocios y Finanzas,Paid,2014-06-28,2014
Trade Forex 13 Patterns - Golden Ratios Secret Revealed,200.0,554,63,44,Principiante,1.0,4.0,Negocios y Finanzas,Paid,2015-01-10,2015
Professional Bookkeeping & Accounting 1: Sales & Purchases,35.0,551,22,34,Principiante,2.8499999999999996,1.5,Negocios y Finanzas,Paid,2015-09-27,2015
How To Confidently Join The Bitcoin Revolution,45.0,547,98,53,Mixto,4.699999999999999,7.0,Negocios y Finanzas,Paid,2016-01-14,2016
Commercial Credit Analysis,50.0,545,48,42,Principiante,4.8,7.5,Negocios y Finanzas,Paid,2014-03-12,2014
Forex - Calculate Lot Size Like Pro,20.0,543,14,11,Mixto,4.3,0.6,Negocios y Finanzas,Paid,2016-06-21,2016
Master Calendar Spreads with this live trade on Gold (GLD),60.0,540,44,6,Principiante,4.8,1.0,Negocios y Finanzas,Paid,2013-03-02,2013
Trade Pullback Candlestick Strategy - Make Consistent Pips,200.0,521,67,24,Principiante,0.95,3.0,Negocios y Finanzas,Paid,2016-02-24,2016
Forex Breakout Profits: The Definitive Guide,25.0,521,60,27,Mixto,4.65,2.5,Negocios y Finanzas,Paid,2014-11-30,2014
Learn About Bitcoin and Bitcoin Mining,20.0,520,10,9,Mixto,0.55,0.5333333333,Negocios y Finanzas,Paid,2015-05-01,2015
Chartered Financial Analyst (CFA) - Level 1 - FRA,30.0,517,5,17,Mixto,1.7000000000000002,14.5,Negocios y Finanzas,Paid,2014-06-30,2014
Contango VXX - ETF Options Trading - Double Your Investment,200.0,513,20,20,Mixto,1.7000000000000002,1.0,Negocios y Finanzas,Paid,2016-10-06,2016
Forex Trading Profitably,20.0,512,13,15,Avanzado,3.0,0.6666666667,Negocios y Finanzas,Paid,2014-11-04,2014
Working Capital Management for Entrepreneurs,20.0,507,5,15,Principiante,4.6000000000000005,1.0,Negocios y Finanzas,Paid,2014-11-19,2014
Option Trading for Rookies: Make & Manage Profitable Trades,95.0,507,19,59,Principiante,0.8,2.0,Negocios y Finanzas,Paid,2016-09-02,2016
"Accounting, Finance and Banking - A Comprehensive Study",180.0,507,36,395,Mixto,3.95,33.0,Negocios y Finanzas,Paid,2015-03-26,2015
财务分析与估值建模入门,0.0,505,43,10,Mixto,2.9499999999999997,1.5,Negocios y Finanzas,Free,2016-12-03,2016
How to Trade Forex like a Hedge Fund: Long FX Strategies,115.0,504,5,32,Principiante,2.75,1.5,Negocios y Finanzas,Paid,2017-03-23,2017
Cost Accounting - A Comprehensive Study,180.0,503,43,286,Principiante,3.65,29.5,Negocios y Finanzas,Paid,2015-04-26,2015
Basel Norms (Basel 1/ Basel 2/ Basel 3) Simplified,40.0,500,45,34,Principiante,2.4,4.0,Negocios y Finanzas,Paid,2015-04-26,2015
Capital Market Road Map,50.0,495,47,21,Mixto,2.1,4.0,Negocios y Finanzas,Paid,2014-03-11,2014
Pin Bars: The Most Powerful Forex Trading Signal,200.0,494,16,19,Mixto,2.05,1.0,Negocios y Finanzas,Paid,2016-08-10,2016
Easy Market Profits: 3 Step Stock Investing Strategy,20.0,486,3,14,Mixto,1.3,3.0,Negocios y Finanzas,Paid,2015-09-23,2015
Interest Rate Swaps,50.0,485,24,20,Principiante,1.0,3.5,Negocios y Finanzas,Paid,2014-03-11,2014
FOREX Trading with Price Action,195.0,484,57,19,Principiante,4.95,1.0,Negocios y Finanzas,Paid,2017-03-14,2017
TRADING FOR A LIVING: Trading Full-Time Transition Guide,195.0,483,10,40,Intermedio,4.95,3.5,Negocios y Finanzas,Paid,2015-11-06,2015
Asset Protection Using Offshore Companies,20.0,480,3,21,Principiante,4.95,1.0,Negocios y Finanzas,Paid,2015-08-12,2015
Bitcoin Investing: The Complete Buy & Hold Strategy,25.0,477,70,41,Principiante,4.95,4.0,Negocios y Finanzas,Paid,2016-01-10,2016
Futures/Commodity Trading,50.0,472,34,23,Mixto,4.95,5.5,Negocios y Finanzas,Paid,2015-03-05,2015
Finanzielle Unabhängigkeit-1: Erste Schritte zur Million,20.0,465,51,28,Mixto,4.95,1.0,Negocios y Finanzas,Paid,2016-09-12,2016
SEASON 2 MQL4 Tutorial Bootcamp - Metatrader4 Trading Robots,25.0,462,18,34,Mixto,4.95,1.0,Negocios y Finanzas,Paid,2015-07-16,2015
Create Your Own Automated Stock Trading Robot In EXCEL!,150.0,461,45,44,Mixto,4.95,5.0,Negocios y Finanzas,Paid,2015-12-09,2015
"Options Foundation - Time Decay, Implied Volatility, Greeks",60.0,459,25,14,Mixto,2.3499999999999996,3.0,Negocios y Finanzas,Paid,2013-02-17,2013
Technical Analysis - A practical approach for trade entry,60.0,454,52,15,Mixto,4.9,2.0,Negocios y Finanzas,Paid,2013-02-24,2013
Binary Options Beginners Guide : Nadex,40.0,454,52,39,Principiante,0.75,2.0,Negocios y Finanzas,Paid,2015-01-09,2015
Python Algo Trading: FX Trading with Oanda,200.0,453,42,33,Mixto,4.55,3.0,Negocios y Finanzas,Paid,2017-03-14,2017
Cost Accounting and Financial Management - A Complete Study,150.0,452,14,444,Mixto,0.7000000000000001,45.0,Negocios y Finanzas,Paid,2016-03-04,2016
Buchführung lernen leicht gemacht,40.0,446,39,70,Mixto,1.2,5.0,Negocios y Finanzas,Paid,2016-06-13,2016
Double Entry Bookkeeping,50.0,440,17,10,Principiante,2.3499999999999996,1.0,Negocios y Finanzas,Paid,2016-06-15,2016
Proven Methods In Trading Candlestick Patterns,75.0,438,10,22,Mixto,0.95,1.5,Negocios y Finanzas,Paid,2016-02-12,2016
Bitcoin - Ethereum: Trading -Watch me manage my own account!,165.0,431,58,22,Principiante,0.75,2.5,Negocios y Finanzas,Paid,2016-11-12,2016
Equity Products,50.0,426,17,16,Mixto,2.55,2.5,Negocios y Finanzas,Paid,2014-03-11,2014
Accounting for everyone!,35.0,420,2,14,Mixto,0.75,1.0,Negocios y Finanzas,Paid,2014-11-19,2014
The Smart Option Trader,45.0,412,19,74,Mixto,3.5,13.0,Negocios y Finanzas,Paid,2013-10-10,2013
Stock Technical Analysis with Python,50.0,409,35,46,Principiante,3.25,8.0,Negocios y Finanzas,Paid,2016-04-12,2016
How to Grow your Small Business and not run out of Cash,25.0,408,3,16,Principiante,1.2,1.5,Negocios y Finanzas,Paid,2016-04-05,2016
Fundamental Financial Math,50.0,406,13,15,Mixto,4.699999999999999,2.5,Negocios y Finanzas,Paid,2014-03-04,2014
Cost of Capital and Weighted Average Cost of Capital,0.0,405,3,22,Principiante,4.65,1.0,Negocios y Finanzas,Free,2016-04-11,2016
Matemática Financeira de um jeito fácil,95.0,401,67,20,Mixto,1.4000000000000001,1.5,Negocios y Finanzas,Paid,2013-07-23,2013
The Ultimate Fibonacci Trading Plan for Forex and Stocks,200.0,399,15,15,Mixto,1.2,1.0,Negocios y Finanzas,Paid,2016-08-19,2016
"Technical Analysis Primer for trading Stocks, Bonds & Forex",50.0,397,4,36,Principiante,0.8999999999999999,3.0,Negocios y Finanzas,Paid,2015-11-23,2015
Yield Curve Dynamics,50.0,397,24,19,Mixto,3.4000000000000004,3.0,Negocios y Finanzas,Paid,2014-03-12,2014
Life Coach Business Basics: Finance and Operations,195.0,397,4,54,Mixto,2.55,3.5,Negocios y Finanzas,Paid,2015-08-27,2015
Equity Swaps,50.0,394,25,18,Mixto,0.65,3.0,Negocios y Finanzas,Paid,2014-03-13,2014
Curso Completo de Bitcoin - Ganhe 0.00005 Bitcoin,30.0,394,109,73,Intermedio,1.75,5.5,Negocios y Finanzas,Paid,2017-02-06,2017
Portfolio Management CFA L1 2016,20.0,393,5,34,Principiante,3.9000000000000004,5.0,Negocios y Finanzas,Paid,2015-09-15,2015
Complete Claritas Investment Certificate,50.0,388,56,35,Mixto,3.0,11.5,Negocios y Finanzas,Paid,2013-08-05,2013
Finanzielle Unabhängigkeit-2 Millionär werden mit Investment,20.0,384,37,18,Intermedio,4.65,0.7166666667,Negocios y Finanzas,Paid,2016-09-12,2016
The Intelligent Investor,30.0,384,40,44,Mixto,3.85,10.5,Negocios y Finanzas,Paid,2015-08-27,2015
Contabilidad rápida y eficaz,40.0,379,60,60,Principiante,0.8999999999999999,2.0,Negocios y Finanzas,Paid,2016-08-18,2016
Mortgage Backed Securities,50.0,376,29,21,Principiante,3.55,3.5,Negocios y Finanzas,Paid,2014-03-13,2014
MasterClass-Japanese & Heiken Ashi CandleStick Patterns,195.0,375,10,26,Mixto,3.2,3.5,Negocios y Finanzas,Paid,2017-03-12,2017
TRADING: 5K CHALLENGE,55.0,375,10,19,Intermedio,4.65,1.0,Negocios y Finanzas,Paid,2015-09-12,2015
Advanced Financial Management for CA / CS / CFA /CPA Exams,150.0,375,15,194,Mixto,4.55,24.5,Negocios y Finanzas,Paid,2015-11-03,2015
"Bitcoins - Past, Present, Future",20.0,373,3,14,Principiante,4.4,1.5,Negocios y Finanzas,Paid,2014-04-23,2014
الدروس التعليمية لسوق الفوركس والأسواق المالية الأخرى,0.0,368,3,69,Intermedio,2.3000000000000003,20.5,Negocios y Finanzas,Free,2017-04-25,2017
Cryptocurrency Trading: Complete Guide To Trading Altcoins,95.0,367,42,35,Principiante,2.55,5.0,Negocios y Finanzas,Paid,2017-06-21,2017
Winning Options Trading System,105.0,367,11,24,Mixto,0.75,7.5,Negocios y Finanzas,Paid,2013-10-09,2013
Bitcoin Peer Investing: How To Generate Double Digit Returns,25.0,366,45,41,Mixto,3.0,2.5,Negocios y Finanzas,Paid,2016-01-24,2016
How I Make Money Writing About Stocks Online,195.0,360,24,12,Principiante,1.6500000000000001,2.5,Negocios y Finanzas,Paid,2015-12-18,2015
Curso Completo del Mercado FOREX,200.0,359,86,50,Mixto,0.05,5.5,Negocios y Finanzas,Paid,2015-11-18,2015
How to Build Profitable FOREX Automated Trading Strategies!,200.0,358,8,21,Principiante,0.55,2.5,Negocios y Finanzas,Paid,2015-11-11,2015
188% Profit in 1Year - Forex ALGO Robot Trading no indicator,120.0,357,71,20,Principiante,4.4,2.0,Negocios y Finanzas,Paid,2016-05-03,2016
Stock Technical Analysis with R,50.0,354,32,49,Principiante,3.55,7.0,Negocios y Finanzas,Paid,2016-03-18,2016
High Probability Trading Across Any Market: Stocks & Forex,95.0,353,27,105,Mixto,2.7,18.5,Negocios y Finanzas,Paid,2016-12-01,2016
Professional Forex strategy,50.0,353,21,17,Mixto,4.699999999999999,1.5,Negocios y Finanzas,Paid,2016-02-03,2016
Level 1 2014 CFA® Program – Equity Investments,40.0,347,0,24,Mixto,2.45,4.5,Negocios y Finanzas,Paid,2015-01-30,2015
Professional Trading With Institutional Supply & Demand,200.0,343,84,37,Mixto,1.5,5.5,Negocios y Finanzas,Paid,2014-11-24,2014
The Passive Investing Blueprint - Build Wealth Passively,200.0,338,32,66,Mixto,3.7,3.5,Negocios y Finanzas,Paid,2017-03-08,2017
¡Triunfar en La Bolsa de Valores No Requiere de Experiencia!,0.0,338,7,6,Principiante,2.3499999999999996,1.0,Negocios y Finanzas,Free,2017-05-30,2017
Stock Trading: Ultimate Guide to swing trading stocks,200.0,336,6,13,Principiante,2.75,0.6833333333,Negocios y Finanzas,Paid,2016-10-25,2016
Curso Completo de Opciones Binarias: Estrategias 90% Acierto,145.0,335,16,26,Intermedio,3.85,1.5,Negocios y Finanzas,Paid,2015-12-16,2015
Day Trading - Learn to Day Trade / Swing Trade In One Hour.,95.0,335,25,29,Avanzado,3.4000000000000004,1.5,Negocios y Finanzas,Paid,2015-11-27,2015
Law Matters,20.0,327,1,12,Principiante,2.15,0.45,Negocios y Finanzas,Paid,2015-03-27,2015
Finanzielle Unabhängigkeit-3 Millionär werden mit Immobilien,20.0,326,23,14,Intermedio,3.3000000000000003,1.0,Negocios y Finanzas,Paid,2016-09-12,2016
Mastering Technical Analysis : Maximizing Trading Profits,60.0,325,14,62,Mixto,0.75,5.0,Negocios y Finanzas,Paid,2016-03-04,2016
"An Introduction: MT4 Email, Sound, Notification Forex Alerts",20.0,323,30,11,Principiante,3.3000000000000003,0.6166666667,Negocios y Finanzas,Paid,2014-11-01,2014
4 Easy Daily Forex Trades: A Recipe for Trading Success,200.0,319,19,12,Mixto,4.45,1.0,Negocios y Finanzas,Paid,2016-11-17,2016
Robots de Forex: espere ganar 175%p.a! Incluye Robot de Fx!,130.0,315,49,41,Principiante,3.7,5.0,Negocios y Finanzas,Paid,2016-01-22,2016
Build your own Naked Trading Forex Robot,40.0,315,28,19,Principiante,4.25,2.0,Negocios y Finanzas,Paid,2015-08-11,2015
Investment Portfolio Analysis with R,50.0,314,38,37,Mixto,3.4000000000000004,6.5,Negocios y Finanzas,Paid,2016-06-27,2016
MQL4 Bootcamp Tutorial- Trading Robot Coding in Metatrader4,20.0,313,14,25,Mixto,0.8,1.0,Negocios y Finanzas,Paid,2015-07-05,2015
Forex Harmonic Trading- With Multiple Forex Chart Examples,135.0,313,16,25,Principiante,3.9000000000000004,2.5,Negocios y Finanzas,Paid,2016-11-28,2016
Trading: From Wall Street to Your Street,50.0,312,24,37,Principiante,3.9000000000000004,5.5,Negocios y Finanzas,Paid,2014-12-18,2014
10. Bonds and Bond Pricing,20.0,308,4,10,Mixto,3.9000000000000004,1.0,Negocios y Finanzas,Paid,2014-02-11,2014
How to create a routine Trading,25.0,307,8,5,Mixto,3.9000000000000004,0.1333333333,Negocios y Finanzas,Paid,2017-05-01,2017
Learn Accounting by Specific Examples - Part 1,50.0,306,0,5,Principiante,3.9000000000000004,0.6333333333,Negocios y Finanzas,Paid,2014-11-28,2014
Bitcoin Trading 101,95.0,302,6,19,Mixto,3.9000000000000004,2.0,Negocios y Finanzas,Paid,2015-01-29,2015
Trade for Profit: Find-Trade Stocks Successfully Arabic عربي,95.0,299,5,65,Mixto,3.9000000000000004,2.5,Negocios y Finanzas,Paid,2015-11-12,2015
Learn How to File Taxes for Uber and Lyft Drivers,40.0,294,5,25,Mixto,3.9000000000000004,2.0,Negocios y Finanzas,Paid,2015-02-12,2015
Python Algo Trading: Sentiment Trading with News,200.0,294,19,42,Mixto,3.9000000000000004,7.0,Negocios y Finanzas,Paid,2017-04-28,2017
Trade for a Living,20.0,293,14,59,Principiante,3.9000000000000004,8.0,Negocios y Finanzas,Paid,2014-03-22,2014
Learn To Trade The Forex Naked Price Action Acapulco Trade,70.0,288,9,13,Intermedio,3.9000000000000004,1.0,Negocios y Finanzas,Paid,2016-01-25,2016
Inversión: Fundamentos del Trading para Principiantes,125.0,285,6,18,Avanzado,3.9000000000000004,1.5,Negocios y Finanzas,Paid,2015-10-26,2015
Bitcoin - A Comprehensive Guide,20.0,283,13,35,Principiante,3.9000000000000004,2.5,Negocios y Finanzas,Paid,2015-01-27,2015
６時間でインターバンク市場を攻略！最短距離でトレード基礎力,35.0,280,40,54,Principiante,3.9000000000000004,4.0,Negocios y Finanzas,Paid,2015-11-10,2015
Trade the News in Forex: EA Robot Included,200.0,276,11,11,Principiante,3.9000000000000004,0.5666666667,Negocios y Finanzas,Paid,2016-08-30,2016
Wealth Management,30.0,274,1,21,Mixto,3.9000000000000004,3.5,Negocios y Finanzas,Paid,2014-12-17,2014
Accounting Made Easy: A Quick Guide to Financial Accounting,95.0,274,41,18,Mixto,3.9000000000000004,1.5,Negocios y Finanzas,Paid,2015-10-26,2015
1 - Concepts of Statistics For Beginners Step by Step,200.0,273,4,15,Mixto,3.9000000000000004,0.5166666667,Negocios y Finanzas,Paid,2015-08-30,2015
FOREX TRADING - Learn in a quick + profitable way + support,100.0,271,48,47,Mixto,3.9000000000000004,3.5,Negocios y Finanzas,Paid,2017-02-20,2017
Contabilidad Gubernamental en México,30.0,270,22,24,Principiante,3.9000000000000004,3.5,Negocios y Finanzas,Paid,2015-08-14,2015
"Investing In Stocks For Big Gains, Fundamental Investing",200.0,267,11,21,Intermedio,3.9000000000000004,2.0,Negocios y Finanzas,Paid,2016-10-22,2016
Investment Banking Operations : Securities Trade Life Cycle,30.0,267,9,10,Mixto,3.9000000000000004,2.0,Negocios y Finanzas,Paid,2015-01-02,2015
Buying Call and Put Options - Options beginner strategies,60.0,266,20,14,Mixto,3.9000000000000004,3.0,Negocios y Finanzas,Paid,2013-02-18,2013
Beginners Guide To Ichimoku Trading,20.0,265,16,17,Principiante,3.9000000000000004,1.0,Negocios y Finanzas,Paid,2016-04-27,2016
